RhythmScore,AudioLoudness,VocalContent,AcousticQuality,InstrumentalScore,LivePerformanceLikelihood,MoodScore,TrackDurationMs,Energy,Duration_min,Duration_log,Duration_band,Loudness_band,Rhythm_x_Energy,Loudness_x_Energy,Mood_x_Energy,Vocal_plus_Instr,Acoustic_minus_Energy,Live_x_Vocal,Energy_to_Acoustic,Loudness_per_min,Audio_mean,Audio_std,Audio_max,Audio_min,BeatsPerMinute
0.5625,-9.65,0.0774,0.0404,0.1689,0.3413,0.0256,232479.4,0.9444,3.8747,12.3566,2.0,1.0,0.5312,-9.1135,0.0242,0.2463,-0.904,0.0264,22.8012,-2.4905,0.3086,0.3403,0.9444,0.0256,140.4885
0.5669,-5.9442,0.1498,0.5548,0.1834,0.1881,0.5834,219718.06,0.1909,3.662,12.3001,1.0,3.0,0.1082,-1.1345,0.1114,0.3332,0.3639,0.0282,0.3434,-1.6232,0.3453,0.2092,0.5834,0.1498,78.592
0.7529,-2.5379,0.0235,0.0993,0.0,0.035,0.5928,253632.81,0.7158,4.2272,12.4436,2.0,4.0,0.5389,-1.8166,0.4243,0.0235,-0.6165,0.0008,7.14,-0.6004,0.317,0.3509,0.7529,0.0,150.3179
0.4476,-8.8794,0.1207,0.0,0.0476,0.0243,0.2528,245823.8,0.9956,4.0971,12.4124,2.0,2.0,0.4456,-8.8403,0.2517,0.1683,-0.9956,0.0029,990.2921,-2.1672,0.2698,0.3567,0.9956,0.0,99.3659
0.6464,-10.6205,0.0386,0.0309,0.0908,0.0638,0.459,275319.47,0.8734,4.5887,12.5257,3.0,1.0,0.5646,-9.2759,0.4009,0.1294,-0.8425,0.0025,27.4154,-2.3145,0.3147,0.3447,0.8734,0.0309,126.5589
0.6524,-8.8284,0.0909,0.2569,0.0767,0.3519,0.6817,211422.28,0.0683,3.5237,12.2616,1.0,2.0,0.0445,-0.6027,0.0465,0.1676,0.1887,0.032,0.2647,-2.5054,0.3113,0.2648,0.6817,0.0683,135.2775
0.3556,-5.9563,0.0433,0.4957,0.0,0.0243,0.0256,180102.55,0.6087,3.0017,12.1013,0.0,3.0,0.2165,-3.6258,0.0156,0.0433,-0.113,0.0011,1.2255,-1.9843,0.2219,0.2586,0.6087,0.0,166.2282
0.7469,-8.6649,0.0235,0.5691,0.2536,0.1811,0.4045,240432.39,0.1367,4.0072,12.3902,2.0,2.0,0.1021,-1.1848,0.0553,0.2771,0.4324,0.0043,0.2398,-2.1623,0.3308,0.2568,0.7469,0.0235,88.2054
0.73,-7.897,0.0762,0.0,0.0,0.1514,0.369,153676.72,0.4384,2.5613,11.9426,0.0,2.0,0.32,-3.462,0.1618,0.0762,-0.4384,0.0115,436.0627,-3.0832,0.2522,0.2723,0.73,0.0,131.7243
0.3556,-13.8426,0.0767,0.4532,0.42,0.2529,0.1536,178975.39,0.3375,2.9829,12.095,0.0,0.0,0.12,-4.6714,0.0518,0.4967,0.1158,0.0194,0.7429,-4.6406,0.2928,0.1388,0.4532,0.0767,148.4786
0.5722,-5.9144,0.101,0.5043,0.0,0.1741,0.978,287031.84,0.2685,4.7839,12.5674,3.0,3.0,0.1536,-1.5878,0.2626,0.101,0.2358,0.0176,0.5313,-1.2363,0.3712,0.3383,0.978,0.0,102.7334
0.6489,-8.8794,0.0235,0.3539,0.0,0.2467,0.5816,331879.97,0.2867,5.5313,12.7125,4.0,2.0,0.186,-2.5454,0.1667,0.0235,0.0672,0.0058,0.8077,-1.6053,0.3059,0.2494,0.6489,0.0,144.1674
0.8298,-17.6824,0.0872,0.1596,0.0,0.2166,0.737,250518.4,0.8181,4.1753,12.4313,2.0,0.0,0.6789,-14.4666,0.603,0.0872,-0.6585,0.0189,5.093,-4.235,0.4069,0.3702,0.8298,0.0,118.0878
0.3289,-4.9871,0.0235,0.5606,0.0788,0.1644,0.5776,157711.03,0.1369,2.6285,11.9685,0.0,3.0,0.045,-0.6826,0.0791,0.1023,0.4238,0.0039,0.2437,-1.8973,0.2672,0.2268,0.5776,0.0235,92.8645
0.8133,-12.8739,0.0235,0.1608,0.2375,0.3478,0.5913,302530.38,0.2319,5.0422,12.6199,4.0,0.0,0.1886,-2.9859,0.1371,0.261,-0.0711,0.0082,1.4336,-2.5532,0.3437,0.2713,0.8133,0.0235,83.8773
0.7116,-13.3304,0.0397,0.443,0.0969,0.4577,0.4466,189400.98,0.0449,3.1567,12.1516,1.0,0.0,0.0319,-0.5981,0.02,0.1366,0.3981,0.0182,0.1011,-4.2229,0.32,0.2606,0.7116,0.0397,110.5351
0.6461,-3.6468,0.0581,0.2987,0.0787,0.0243,0.7025,249965.34,0.4968,4.1661,12.4291,2.0,4.0,0.321,-1.8118,0.349,0.1367,-0.1981,0.0014,1.6575,-0.8754,0.3293,0.2881,0.7025,0.0243,107.698
0.7623,-1.357,0.0235,0.1635,0.2999,0.2236,0.4467,273556.22,0.5421,4.5593,12.5193,3.0,4.0,0.4133,-0.7357,0.2422,0.3234,-0.3786,0.0053,3.2954,-0.2976,0.3517,0.2504,0.7623,0.0235,66.4846
0.7066,-9.3619,0.0558,0.5537,0.1396,0.0243,0.5798,227431.73,0.0229,3.7905,12.3346,1.0,2.0,0.0162,-0.2141,0.0133,0.1954,0.5308,0.0014,0.0412,-2.4698,0.2975,0.3017,0.7066,0.0229,106.1418
0.8021,-12.5939,0.0788,0.0,0.0955,0.2502,0.5424,203651.9,0.2495,3.3942,12.2242,1.0,0.0,0.2001,-3.1417,0.1353,0.1743,-0.2495,0.0197,248.1366,-3.7104,0.2884,0.2874,0.8021,0.0,117.9347
0.4659,-13.4845,0.047,0.2879,0.2023,0.0243,0.4186,287833.53,0.716,4.7972,12.5701,3.0,0.0,0.3336,-9.6549,0.2997,0.2493,-0.4281,0.0011,2.4787,-2.8109,0.3088,0.2462,0.716,0.0243,95.7477
0.7048,-5.9437,0.0235,0.3239,0.0,0.3535,0.3635,127900.73,0.0395,2.1317,11.759,0.0,3.0,0.0278,-0.2346,0.0143,0.0235,0.2844,0.0083,0.1215,-2.7883,0.2584,0.2561,0.7048,0.0,100.2805
0.5397,-9.5696,0.0235,0.5674,0.1038,0.2436,0.5275,221255.9,0.1575,3.6876,12.3071,1.0,2.0,0.085,-1.5069,0.0831,0.1273,0.4099,0.0057,0.277,-2.5951,0.309,0.2304,0.5674,0.0235,118.6025
0.439,-7.9888,0.0744,0.0,0.1835,0.2438,0.6916,220147.36,0.2766,3.6691,12.3021,1.0,2.0,0.1214,-2.2097,0.1913,0.2579,-0.2766,0.0181,275.1253,-2.1773,0.2727,0.233,0.6916,0.0,131.1228
0.5709,-2.7856,0.0828,0.4533,0.0,0.0243,0.9244,159973.23,0.638,2.6662,11.9828,0.0,4.0,0.3642,-1.7772,0.5897,0.0828,-0.1847,0.002,1.4042,-1.0448,0.3848,0.3568,0.9244,0.0,150.7512
0.4481,-12.0776,0.0646,0.1869,0.0427,0.1778,0.4671,269958.84,0.2715,4.4993,12.506,3.0,1.0,0.1217,-3.2795,0.1268,0.1073,-0.0846,0.0115,1.4449,-2.6843,0.237,0.1694,0.4671,0.0427,100.0296
0.5229,-10.9774,0.0235,0.4099,0.0,0.2748,0.3416,182782.5,0.0896,3.0464,12.1161,0.0,1.0,0.0469,-0.9836,0.0306,0.0235,0.3203,0.0065,0.2181,-3.6034,0.2375,0.2031,0.5229,0.0,122.3264
0.4255,-6.6363,0.0235,0.4713,0.0,0.0565,0.8695,241318.98,0.7727,4.022,12.3939,2.0,3.0,0.3287,-5.1276,0.6718,0.0235,-0.3013,0.0013,1.6358,-1.65,0.3741,0.3606,0.8695,0.0,155.5183
0.6837,-6.874,0.0836,0.2944,0.1524,0.2258,0.5697,122356.79,0.3964,2.0393,11.7147,0.0,3.0,0.271,-2.7249,0.2258,0.236,-0.102,0.0189,1.3418,-3.3708,0.3437,0.2199,0.6837,0.0836,163.473
0.975,-16.9839,0.0235,0.0396,0.0,0.2577,0.4548,273653.62,0.7448,4.5609,12.5196,3.0,0.0,0.7262,-12.6496,0.3387,0.0235,-0.7052,0.0061,18.3258,-3.7238,0.3565,0.3854,0.975,0.0,114.4481
0.5041,-6.329,0.0235,0.5277,0.0,0.3878,0.0256,246833.89,0.8573,4.1139,12.4165,2.0,3.0,0.4322,-5.426,0.0219,0.0235,-0.3296,0.0091,1.6216,-1.5384,0.3323,0.3282,0.8573,0.0,113.6794
0.6947,-18.6517,0.0235,0.995,0.0,0.0829,0.0256,149871.58,0.1613,2.4979,11.9175,0.0,0.0,0.112,-3.0079,0.0041,0.0235,0.8337,0.0019,0.1619,-7.4671,0.2833,0.3969,0.995,0.0,102.3109
0.7638,-4.723,0.0746,0.1789,0.2148,0.3639,0.233,229648.69,0.4245,3.8275,12.3443,1.0,3.0,0.3242,-2.0047,0.0989,0.2894,-0.2456,0.0271,2.3598,-1.234,0.3219,0.2268,0.7638,0.0746,131.6838
0.8117,-6.9459,0.0235,0.1718,0.2836,0.1849,0.2845,271377.88,0.5446,4.523,12.5113,3.0,2.0,0.442,-3.7827,0.1549,0.3071,-0.3728,0.0043,3.152,-1.5357,0.3292,0.2653,0.8117,0.0235,111.2938
0.7623,-11.9035,0.0318,0.1205,0.3089,0.0243,0.4195,242371.44,0.6113,4.0395,12.3982,2.0,1.0,0.466,-7.277,0.2565,0.3407,-0.4908,0.0008,5.0308,-2.9468,0.3255,0.2889,0.7623,0.0243,107.6502
0.6375,-9.665,0.182,0.3906,0.0,0.1199,0.4467,234860.55,0.1319,3.9143,12.3668,2.0,1.0,0.0841,-1.2745,0.0589,0.182,0.2588,0.0218,0.3367,-2.4691,0.2727,0.2247,0.6375,0.0,131.0708
0.5737,-11.8601,0.0235,0.0722,0.0,0.1265,0.7409,299287.47,0.9316,4.9881,12.6092,4.0,1.0,0.5345,-11.0489,0.6902,0.0235,-0.8594,0.003,12.7354,-2.3777,0.3526,0.3867,0.9316,0.0,104.9255
0.4129,-10.8188,0.0549,0.0,0.0,0.0243,0.2966,249995.8,0.9527,4.1666,12.4292,2.0,1.0,0.3933,-10.3074,0.2826,0.0549,-0.9527,0.0013,947.6539,-2.5966,0.2488,0.3504,0.9527,0.0,87.8385
0.561,-16.6765,0.0235,0.0,0.0783,0.1678,0.7735,299094.5,0.4369,4.9849,12.6085,4.0,0.0,0.2451,-7.2854,0.3379,0.1018,-0.4369,0.0039,434.5376,-3.3454,0.2916,0.301,0.7735,0.0,143.5456
0.5618,-5.6651,0.0235,0.2077,0.0,0.3425,0.3795,308870.25,0.8451,5.1478,12.6407,4.0,3.0,0.4748,-4.7877,0.3208,0.0235,-0.6374,0.008,4.049,-1.1005,0.3372,0.2998,0.8451,0.0,142.3852
0.5079,-1.357,0.0395,0.4842,0.3944,0.0698,0.3713,292824.5,0.9419,4.8804,12.5873,4.0,4.0,0.4784,-1.2782,0.3497,0.4339,-0.4577,0.0028,1.9412,-0.2781,0.4013,0.3034,0.9419,0.0395,116.4136
0.6966,-1.357,0.0762,0.2187,0.2736,0.1896,0.5084,251694.4,0.4836,4.1949,12.436,2.0,4.0,0.3369,-0.6562,0.2459,0.3499,-0.2649,0.0145,2.2008,-0.3235,0.3495,0.2186,0.6966,0.0762,103.6482
0.4636,-14.9477,0.1312,0.3489,0.1725,0.1349,0.6088,203565.33,0.0395,3.3928,12.2237,1.0,0.0,0.0183,-0.5899,0.024,0.3037,0.3094,0.0177,0.1128,-4.4058,0.2713,0.2076,0.6088,0.0395,144.6521
0.3575,-20.1059,0.2214,0.3549,0.319,0.2508,0.4537,217417.23,0.3179,3.6236,12.2896,1.0,0.0,0.1136,-6.391,0.1442,0.5405,0.037,0.0555,0.8932,-5.5486,0.325,0.0762,0.4537,0.2214,122.509
0.7465,-1.357,0.1467,0.1334,0.3229,0.1645,0.0256,230298.23,0.8683,3.8383,12.3471,2.0,4.0,0.6482,-1.1783,0.0222,0.4696,-0.7349,0.0241,6.46,-0.3535,0.344,0.3302,0.8683,0.0256,74.9547
0.6738,-1.357,0.0235,0.0,0.2736,0.3924,0.3474,117419.21,0.3977,1.957,11.6735,0.0,4.0,0.268,-0.5397,0.1382,0.2971,-0.3977,0.0092,395.6128,-0.6934,0.3012,0.2335,0.6738,0.0,100.273
0.9147,-3.6445,0.0718,0.7356,0.3368,0.2478,0.6331,227045.4,0.3827,3.7841,12.3329,1.0,4.0,0.35,-1.3946,0.2423,0.4087,0.3529,0.0178,0.5195,-0.9631,0.4747,0.2966,0.9147,0.0718,119.2071
0.7374,-12.1666,0.0235,0.5674,0.0,0.2916,0.3613,179973.48,0.0498,2.9996,12.1006,0.0,1.0,0.0367,-0.6059,0.018,0.0235,0.5176,0.0069,0.0876,-4.0561,0.2901,0.2872,0.7374,0.0,81.8394
0.6381,-10.4266,0.0987,0.0,0.0,0.1538,0.6568,136430.22,0.9557,2.2738,11.8236,0.0,1.0,0.6098,-9.9644,0.6277,0.0987,-0.9557,0.0152,950.5716,-4.5855,0.3576,0.3852,0.9557,0.0,76.5469
0.5025,-3.5983,0.0235,0.4476,0.0584,0.0964,0.5589,206029.6,0.4938,3.4338,12.2358,1.0,4.0,0.2481,-1.7768,0.276,0.0819,-0.0462,0.0023,1.1008,-1.0479,0.3116,0.239,0.5589,0.0235,108.8921
0.7959,-5.2427,0.2073,0.0,0.0,0.0243,0.9041,242340.33,0.2748,4.039,12.3981,2.0,3.0,0.2187,-1.4407,0.2485,0.2073,-0.2748,0.005,273.3349,-1.298,0.3152,0.3818,0.9041,0.0,108.6477
0.63,-5.3669,0.1504,0.0617,0.2959,0.0243,0.2326,204087.48,0.5598,3.4015,12.2263,1.0,3.0,0.3527,-3.0044,0.1302,0.4463,-0.4981,0.0037,8.9315,-1.5778,0.2792,0.2356,0.63,0.0243,110.8221
0.3549,-15.6875,0.1302,0.196,0.0502,0.1401,0.4796,177814.36,0.5697,2.9636,12.0885,0.0,0.0,0.2022,-8.9367,0.2732,0.1804,-0.3737,0.0182,2.8916,-5.2935,0.2744,0.1962,0.5697,0.0502,120.1103
0.4445,-10.9149,0.1424,0.0,0.0,0.239,0.0256,253732.22,0.7693,4.2289,12.444,2.0,1.0,0.342,-8.3972,0.0197,0.1424,-0.7693,0.034,765.2317,-2.581,0.2315,0.2864,0.7693,0.0,117.1071
0.3485,-7.6191,0.0769,0.0,0.0,0.3358,0.5709,271399.2,0.4655,4.5233,12.5114,3.0,2.0,0.1622,-3.5464,0.2657,0.0769,-0.4655,0.0258,462.9851,-1.6844,0.2568,0.2313,0.5709,0.0,64.3642
0.4028,-11.2301,0.0867,0.0226,0.0743,0.3345,0.978,275416.8,0.7609,4.5903,12.526,3.0,1.0,0.3064,-8.5446,0.7441,0.161,-0.7383,0.029,32.2786,-2.4465,0.38,0.368,0.978,0.0226,77.0171
0.6279,-9.5966,0.0235,0.7662,0.0,0.2359,0.5551,294767.6,0.1795,4.9128,12.5939,4.0,1.0,0.1127,-1.7223,0.0996,0.0235,0.5867,0.0055,0.2339,-1.9534,0.3411,0.3064,0.7662,0.0,101.2704
0.6245,-10.2378,0.0822,0.382,0.1058,0.1069,0.6428,137741.03,0.0578,2.2957,11.8331,0.0,1.0,0.0361,-0.5917,0.0372,0.1881,0.3242,0.0088,0.1509,-4.4596,0.286,0.2612,0.6428,0.0578,119.355
0.7376,-12.7626,0.0976,0.0936,0.1146,0.0734,0.4463,248690.45,0.2925,4.1448,12.424,2.0,0.0,0.2157,-3.7326,0.1305,0.2122,-0.1989,0.0072,3.0915,-3.0791,0.2651,0.2496,0.7376,0.0734,158.6149
0.5671,-11.5349,0.0872,0.7264,0.0,0.1802,0.7643,225851.42,0.1917,3.7642,12.3276,1.0,1.0,0.1087,-2.2109,0.1465,0.0872,0.5347,0.0157,0.2635,-3.0644,0.3595,0.3176,0.7643,0.0,130.3782
0.6887,-10.8365,0.0235,0.6208,0.013,0.2428,0.5923,215964.55,0.0393,3.5994,12.2829,1.0,1.0,0.0271,-0.4262,0.0233,0.0365,0.5815,0.0057,0.0633,-3.0106,0.3172,0.3075,0.6887,0.013,140.2286
0.6089,-4.9528,0.056,0.0,0.0,0.1667,0.5711,241803.34,0.9089,4.0301,12.3959,2.0,3.0,0.5535,-4.5018,0.5191,0.056,-0.9089,0.0093,904.0874,-1.229,0.3302,0.363,0.9089,0.0,99.0579
0.4331,-10.9023,0.2371,0.0,0.1267,0.0243,0.4159,239171.53,0.9863,3.9862,12.3849,2.0,1.0,0.4272,-10.7526,0.4102,0.3638,-0.9863,0.0058,981.0085,-2.735,0.3176,0.3415,0.9863,0.0,97.9132
0.4254,-1.357,0.0235,0.316,0.0,0.2819,0.5392,210433.81,0.844,3.5072,12.2569,1.0,4.0,0.3591,-1.1453,0.4551,0.0235,-0.528,0.0066,2.6628,-0.3869,0.3471,0.2945,0.844,0.0,83.8705
0.7535,-6.1247,0.0235,0.4187,0.0236,0.0559,0.278,164465.61,0.8353,2.7411,12.0105,0.0,3.0,0.6294,-5.1158,0.2322,0.0471,-0.4165,0.0013,1.99,-2.2344,0.3412,0.3433,0.8353,0.0235,89.1698
0.3731,-13.1624,0.0807,0.5179,0.3722,0.0743,0.6429,282376.38,0.2713,4.7063,12.551,3.0,0.0,0.1012,-3.5705,0.1744,0.4529,0.2466,0.006,0.5228,-2.7968,0.3332,0.2113,0.6429,0.0743,138.1848
0.6502,-15.0343,0.0235,0.528,0.0,0.0434,0.8674,226471.39,0.9358,3.7745,12.3304,1.0,0.0,0.6084,-14.0691,0.8117,0.0235,-0.4078,0.001,1.7691,-3.9831,0.4355,0.4092,0.9358,0.0,125.2164
0.8026,-9.8785,0.0806,0.3284,0.0,0.0243,0.2457,227025.38,0.5409,3.7838,12.3328,1.0,1.0,0.4341,-5.343,0.1329,0.0806,-0.2124,0.002,1.6418,-2.6108,0.2889,0.2966,0.8026,0.0,132.4677
0.6769,-12.565,0.1936,0.0,0.1559,0.2437,0.2941,204418.67,0.4559,3.407,12.2279,1.0,0.0,0.3086,-5.728,0.1341,0.3495,-0.4559,0.0472,453.4362,-3.688,0.2886,0.2201,0.6769,0.0,138.2016
0.5822,-6.3414,0.127,0.1575,0.0,0.1906,0.8342,250880.69,0.9393,4.1813,12.4327,2.0,3.0,0.5469,-5.9567,0.7836,0.127,-0.7818,0.0242,5.9251,-1.5166,0.4044,0.3763,0.9393,0.0,147.0085
0.975,-13.183,0.0235,0.0,0.0949,0.1538,0.4818,213464.78,0.7299,3.5577,12.2712,1.0,0.0,0.7116,-9.6218,0.3517,0.1184,-0.7299,0.0036,725.9754,-3.7054,0.3513,0.384,0.975,0.0,127.7878
0.5474,-4.8763,0.0235,0.0,0.0,0.4899,0.865,314858.56,0.4889,5.2476,12.6599,4.0,3.0,0.2676,-2.3839,0.4229,0.0235,-0.4889,0.0115,486.2603,-0.9292,0.3449,0.3402,0.865,0.0,166.5428
0.4335,-3.7786,0.1429,0.0,0.3688,0.034,0.6347,264281.4,0.9436,4.4047,12.4848,3.0,4.0,0.4091,-3.5655,0.5989,0.5117,-0.9436,0.0049,938.5693,-0.8579,0.3654,0.3426,0.9436,0.0,137.3601
0.7799,-8.8583,0.1561,0.1719,0.0982,0.14,0.6241,162625.67,0.1246,2.7104,11.9992,0.0,2.0,0.0972,-1.1037,0.0778,0.2543,0.0473,0.0219,0.7205,-3.2682,0.2993,0.2797,0.7799,0.0982,121.4819
0.6316,-12.0515,0.1357,0.2466,0.0748,0.3487,0.7192,266933.44,0.1645,4.4489,12.4948,3.0,1.0,0.1039,-1.9829,0.1183,0.2106,0.0821,0.0473,0.6645,-2.7089,0.3316,0.2516,0.7192,0.0748,117.8944
0.5397,-7.4726,0.0235,0.7154,0.1048,0.3045,0.6338,241599.92,0.4055,4.0267,12.395,2.0,2.0,0.2188,-3.0299,0.257,0.1283,0.3099,0.0072,0.566,-1.8558,0.3896,0.2617,0.7154,0.0235,155.4047
0.5719,-10.4437,0.0235,0.3255,0.1231,0.0784,0.3416,180698.22,0.1802,3.0116,12.1046,0.0,1.0,0.1031,-1.882,0.0616,0.1466,0.1453,0.0018,0.5519,-3.4678,0.2349,0.1906,0.5719,0.0235,112.2546
0.6015,-5.1719,0.0235,0.2289,0.0,0.2689,0.5466,147833.36,0.4386,2.4639,11.9038,0.0,3.0,0.2638,-2.2684,0.2397,0.0235,-0.2097,0.0063,1.9077,-2.0991,0.3012,0.2392,0.6015,0.0,116.7826
0.8284,-1.357,0.0697,0.3067,0.0865,0.1859,0.7375,185710.84,0.2835,3.0952,12.132,1.0,4.0,0.2348,-0.3847,0.2091,0.1563,0.0232,0.013,0.9214,-0.4384,0.3569,0.3055,0.8284,0.0697,79.8455
0.8785,-12.8592,0.1712,0.6054,0.1134,0.2036,0.978,212431.0,0.1078,3.5405,12.2664,1.0,0.0,0.0947,-1.3862,0.1054,0.2845,0.4976,0.0348,0.1778,-3.632,0.4368,0.3773,0.978,0.1078,142.4316
0.6801,-8.9813,0.136,0.2316,0.0,0.1815,0.7721,332357.84,0.2704,5.5393,12.714,4.0,2.0,0.1839,-2.4285,0.2088,0.136,-0.0388,0.0247,1.1623,-1.6214,0.3245,0.2886,0.7721,0.0,82.5401
0.6825,-12.8902,0.0727,0.487,0.3595,0.1638,0.7305,237825.17,0.0119,3.9638,12.3793,2.0,0.0,0.0081,-0.1538,0.0087,0.4323,0.4751,0.0119,0.0245,-3.252,0.3583,0.2885,0.7305,0.0119,125.5032
0.6422,-1.357,0.0235,0.222,0.0812,0.2567,0.7416,182305.86,0.2448,3.0384,12.1134,0.0,4.0,0.1572,-0.3322,0.1815,0.1047,-0.0228,0.006,1.0978,-0.4466,0.316,0.2725,0.7416,0.0235,141.558
0.8176,-7.2638,0.0748,0.1739,0.4914,0.0243,0.6468,300695.72,0.7394,5.0116,12.6139,4.0,2.0,0.6045,-5.3708,0.4782,0.5662,-0.5655,0.0018,4.2274,-1.4494,0.424,0.3298,0.8176,0.0243,113.8597
0.5978,-11.2513,0.0235,0.106,0.0,0.3556,0.6687,221651.81,0.2535,3.6942,12.3089,1.0,1.0,0.1515,-2.8518,0.1695,0.0235,-0.1475,0.0084,2.3693,-3.0457,0.2864,0.2686,0.6687,0.0,86.7515
0.6624,-19.9612,0.0782,0.1415,0.0,0.1811,0.3684,272861.97,0.2888,4.5477,12.5167,3.0,0.0,0.1913,-5.7648,0.1064,0.0782,-0.1473,0.0142,2.0266,-4.3893,0.2458,0.2214,0.6624,0.0,127.0892
0.5376,-6.6434,0.1113,0.374,0.1389,0.2359,0.6813,290718.44,0.2527,4.8453,12.5801,3.0,3.0,0.1358,-1.6786,0.1721,0.2502,0.1213,0.0263,0.6738,-1.3711,0.3331,0.2112,0.6813,0.1113,99.09
0.4843,-5.9969,0.0235,0.5274,0.2714,0.252,0.3497,254801.05,0.7076,4.2467,12.4482,2.0,3.0,0.3427,-4.2434,0.2475,0.2949,-0.1802,0.0059,1.3391,-1.4121,0.3737,0.222,0.7076,0.0235,134.3131
0.9077,-6.3239,0.0235,0.995,0.0,0.2686,0.5326,213968.08,0.5739,3.5661,12.2736,1.0,3.0,0.5209,-3.6295,0.3057,0.0235,0.4211,0.0063,0.5762,-1.7733,0.4716,0.3964,0.995,0.0,133.8218
0.6458,-9.9948,0.224,0.3959,0.224,0.1609,0.6678,344612.88,0.0649,5.7435,12.7502,4.0,1.0,0.0419,-0.6483,0.0433,0.4479,0.331,0.036,0.1634,-1.7402,0.3405,0.2376,0.6678,0.0649,100.1575
0.4025,-2.8563,0.0371,0.1245,0.0,0.0321,0.2648,225751.17,0.6699,3.7625,12.3272,1.0,4.0,0.2696,-1.9135,0.1774,0.0371,-0.5454,0.0012,5.3381,-0.7591,0.2187,0.2463,0.6699,0.0,121.0966
0.975,-15.1417,0.0749,0.6429,0.0666,0.2134,0.7662,233808.05,0.0114,3.8968,12.3623,2.0,0.0,0.0111,-0.1726,0.0087,0.1415,0.6315,0.016,0.0177,-3.8857,0.3929,0.3929,0.975,0.0114,108.9797
0.6024,-10.7237,0.0665,0.0,0.0,0.1157,0.2938,301319.2,0.4955,5.022,12.6159,4.0,1.0,0.2985,-5.3132,0.1456,0.0665,-0.4955,0.0077,492.8252,-2.1353,0.2248,0.2445,0.6024,0.0,105.6455
0.4849,-1.357,0.0235,0.0,0.2626,0.1668,0.6478,220957.08,0.9463,3.6826,12.3057,1.0,4.0,0.4589,-1.2842,0.613,0.2861,-0.9463,0.0039,941.288,-0.3685,0.3617,0.3492,0.9463,0.0,121.3752
0.7694,-7.2917,0.0362,0.0664,0.0669,0.2964,0.3095,214848.61,0.5884,3.5808,12.2777,1.0,2.0,0.4527,-4.2904,0.1821,0.1031,-0.522,0.0107,8.7257,-2.0363,0.3048,0.2834,0.7694,0.0362,81.0405
0.6523,-3.7724,0.1478,0.2228,0.2717,0.3713,0.0256,134550.52,0.8911,2.2425,11.8097,0.0,4.0,0.5813,-3.3617,0.0228,0.4194,-0.6684,0.0549,3.9822,-1.6822,0.3689,0.3029,0.8911,0.0256,98.2999
0.6044,-10.1769,0.0949,0.3338,0.2619,0.0565,0.3525,180956.3,0.2069,3.0159,12.106,0.0,1.0,0.1251,-2.1059,0.0729,0.3568,0.1269,0.0054,0.6181,-3.3744,0.273,0.1839,0.6044,0.0565,108.8259
0.77,-12.5693,0.0549,0.2703,0.0326,0.1295,0.9431,290618.44,0.2826,4.8436,12.5798,3.0,0.0,0.2176,-3.5521,0.2665,0.0875,-0.0123,0.0071,1.0415,-2.595,0.3547,0.3595,0.9431,0.0326,120.1348
0.9574,-7.4564,0.0235,0.3701,0.2935,0.0842,0.3513,247071.92,0.5908,4.1179,12.4174,2.0,2.0,0.5656,-4.4053,0.2075,0.317,-0.2207,0.002,1.5921,-1.8108,0.3815,0.3164,0.9574,0.0235,83.7323
0.6522,-10.9357,0.0717,0.5917,0.3238,0.1916,0.978,234552.42,0.2199,3.9092,12.3654,2.0,1.0,0.1434,-2.4044,0.215,0.3954,0.3718,0.0137,0.371,-2.7974,0.4327,0.3205,0.978,0.0717,119.1087
0.3524,-6.6978,0.1557,0.3684,0.0,0.3824,0.6223,180698.22,0.7405,3.0116,12.1046,0.0,3.0,0.261,-4.9595,0.4608,0.1557,-0.372,0.0596,2.0043,-2.224,0.3745,0.253,0.7405,0.0,152.2472
0.5239,-13.1624,0.0235,0.2268,0.0,0.2731,0.5613,313988.78,0.3322,5.2331,12.6571,4.0,0.0,0.174,-4.3726,0.1865,0.0235,-0.1054,0.0064,1.4585,-2.5152,0.2772,0.2192,0.5613,0.0,106.6724
0.6642,-15.7,0.1268,0.268,0.0,0.1647,0.3278,259564.52,0.5275,4.3261,12.4668,3.0,0.0,0.3504,-8.2812,0.1729,0.1268,-0.2595,0.0209,1.9611,-3.6291,0.297,0.2325,0.6642,0.0,122.3102
0.7969,-7.1204,0.1277,0.4778,0.0822,0.1918,0.7615,213960.0,0.3323,3.566,12.2735,1.0,2.0,0.2648,-2.3664,0.2531,0.21,0.1455,0.0245,0.694,-1.9968,0.3958,0.2936,0.7969,0.0822,148.0474
0.8285,-9.597,0.1152,0.0,0.0962,0.1113,0.4723,332510.62,0.9183,5.5418,12.7144,4.0,1.0,0.7608,-8.8133,0.4337,0.2114,-0.9183,0.0128,913.4373,-1.7317,0.3631,0.3796,0.9183,0.0,119.8117
0.8283,-15.2829,0.0235,0.1056,0.0,0.3378,0.8377,302316.7,0.846,5.0386,12.6192,4.0,0.0,0.7007,-12.9293,0.7087,0.0235,-0.7404,0.0079,7.9365,-3.0332,0.4256,0.4003,0.846,0.0,70.526
0.3546,-8.5937,0.1567,0.235,0.0,0.0243,0.8106,243583.52,0.7565,4.0597,12.4032,2.0,2.0,0.2682,-6.5008,0.6132,0.1567,-0.5214,0.0038,3.2051,-2.1168,0.334,0.3303,0.8106,0.0,162.8108
